seq_no,piece,PC,resolveDir
1059985,0,3395836,0,
1060006,0,3399268,1,
1060004,0,3396188,1,
1060016,0,3399640,1,
1060085,0,3923236,0,
1059968,0,3395716,1,
1059978,0,3395764,1,
1060051,0,3401272,1,
1060029,0,3399916,0,
1060028,0,3399912,0,
1060158,0,3924692,0,
1060044,0,3400292,1,
1060071,0,3923172,0,
1060036,0,3399944,1,
1060049,0,3401120,0,
1060166,0,3925268,0,
1060167,0,3925272,0,
1060169,0,3925280,1,
1060073,0,3923180,0,
1060164,0,3925160,1,
1060215,0,3926220,1,
1060077,0,3923196,0,
1060145,0,3924360,0,
1060102,0,3902260,1,
1060114,0,3902668,1,
1060124,0,3923672,0,
1060126,0,3923524,1,
1060151,0,3924384,1,
1060155,0,3924680,0,
1060113,0,3902316,1,
1060193,0,3289208,1,
1060229,0,3926492,1,
1060255,0,4316164,1,
1060129,0,3923592,1,
1060133,0,3923644,1,
1060192,0,3289204,0,
1060219,0,3926284,0,
1060203,0,3289372,1,
1060284,0,3919076,1,
1060216,0,3926272,0,
1060280,0,3918932,1,
1060197,0,3289348,0,
1060201,0,3289364,0,
1059326,0,4258400,1,
1060303,0,3919496,0,
1060309,0,3919520,1,
1060316,0,3919616,1,
1060296,0,3919428,1,
1060333,0,3919736,1,
1060297,0,3919452,0,
1060307,0,3919512,0,
1060318,0,3919572,1,
1060328,0,3919584,1,
1060330,0,3919692,1,
1060325,0,3919648,1,
1060384,0,4241120,0,
1060394,0,4241160,0,
1060375,0,4240524,0,
1060380,0,4240544,0,
1060468,0,4242184,1,
1060397,0,4241172,1,
1060388,0,4241136,0,
1060451,0,4241896,0,
1060458,0,4241924,0,
1060414,0,4241344,0,
1060466,0,4242100,1,
1060407,0,4241316,0,
1060504,0,4242452,0,
1060444,0,4241456,1,
1060494,0,4242368,1,
1060497,0,4242424,0,
1060509,0,4243296,0,
1060523,0,4243344,1,
1060550,0,4253228,1,
1060643,0,4253860,0,
1060597,0,4253616,1,
1060573,0,4253352,1,
1060674,0,4254024,0,
1060694,0,4253860,0,
1060670,0,4254004,0,
1060686,0,4258440,0,
1060725,0,4254024,0,
1060721,0,4254004,0,
1060739,0,4269236,1,
1060740,0,4269360,1,
1060749,0,4278320,1,
1060748,0,4277992,1,
1060766,0,4243404,1,
1060746,0,4277824,1,
1060768,0,4243628,1,
1060790,0,4316864,0,
1060771,0,4243648,0,
1060798,0,4316896,0,
1060833,0,4322868,0,
1060863,0,4243672,1,
1060814,0,4316976,0,
1060819,0,4316992,1,
1060825,0,4317032,0,
1060886,0,4316864,0,
1060842,0,4316940,1,
1060867,0,4245060,0,
1060894,0,4316896,0,
1060836,0,4322880,0,
1060910,0,4316976,0,
1060915,0,4316992,0,
1060919,0,4317004,1,
1060925,0,4317032,0,
1060998,0,3919912,1,
1060963,0,4316940,1,
1060982,0,4245076,1,
1060944,0,4252976,1,
1060945,0,4252984,1,
1061001,0,3920844,0,
1061009,0,3920968,0,
1061007,0,3920956,1,
1060953,0,4253132,1,
1061032,0,4316164,1,
1061043,0,3909720,0,
1061045,0,3909728,0,
1061057,0,3909776,1,
1061059,0,3909876,0,
1061082,0,4316164,1,
1061056,0,3909772,0,
1061063,0,3909892,1,
1061062,0,3909888,0,
1061111,0,4316164,1,
1061098,0,3711692,0,
1061100,0,3711700,1,
1061128,0,3896788,1,
1061133,0,3896844,0,
1061159,0,4316164,1,
1061221,0,4316164,1,
1061136,0,3896856,1,
1061146,0,3897104,1,
1061144,0,3897056,1,
1061252,0,3899576,1,
1061256,0,3899696,0,
1061277,0,4316164,1,
1061175,0,3909428,0,
1061191,0,3909492,0,
1061209,0,3909668,0,
1061182,0,3909456,0,
1061198,0,3909520,1,
1061266,0,3899736,1,
1061385,0,3395752,0,
1061390,0,3395804,1,
1061346,0,3925036,1,
1061407,0,3395884,1,
1061319,0,3923128,0,
1061323,0,3923236,0,
1061389,0,3395800,0,
1061421,0,3399620,0,
1061331,0,3924180,1,
1061460,0,3401124,1,
1061372,0,3395696,0,
1061451,0,3400280,0,
1061401,0,3395860,0,
1061423,0,3399628,0,
1061418,0,3399316,1,
1061492,0,3923212,1,
1061395,0,3395836,0,
1061416,0,3399268,1,
1061414,0,3396188,1,
1061426,0,3399640,1,
1061495,0,3923236,0,
1061378,0,3395716,1,
1061388,0,3395764,1,
1061461,0,3401272,1,
1061439,0,3399916,0,
1061438,0,3399912,0,
1061568,0,3924692,0,
1061454,0,3400292,1,
1061481,0,3923172,0,
1061446,0,3399944,1,
1061459,0,3401120,0,
1061576,0,3925268,0,
1061577,0,3925272,0,
1061579,0,3925280,1,
1061483,0,3923180,0,
1061574,0,3925160,1,
1061625,0,3926220,1,
1061487,0,3923196,0,
1061555,0,3924360,0,
1061512,0,3902260,1,
1061524,0,3902668,1,
1061534,0,3923672,0,
1061536,0,3923524,1,
1061561,0,3924384,1,
1061565,0,3924680,0,
1061523,0,3902316,1,
1061603,0,3289208,1,
1061639,0,3926492,1,
1061665,0,4316164,1,
1061539,0,3923592,1,
1061543,0,3923644,1,
1061602,0,3289204,0,
1061629,0,3926284,0,
1061613,0,3289372,1,
1061694,0,3919076,1,
1061626,0,3926272,0,
1061690,0,3918932,1,
1061607,0,3289348,0,
1061611,0,3289364,0,
1060736,0,4258400,1,
1061713,0,3919496,0,
1061719,0,3919520,1,
1061726,0,3919616,1,
1061706,0,3919428,1,
1061743,0,3919736,1,
1061707,0,3919452,0,
1061717,0,3919512,0,
1061728,0,3919572,1,
1061738,0,3919584,1,
1061740,0,3919692,1,
1061735,0,3919648,1,
1061794,0,4241120,0,
1061804,0,4241160,0,
1061785,0,4240524,0,
1061790,0,4240544,0,
1061878,0,4242184,1,
1061807,0,4241172,1,
1061798,0,4241136,0,
1061861,0,4241896,0,
1061868,0,4241924,0,
1061824,0,4241344,0,
1061876,0,4242100,1,
1061817,0,4241316,0,
1061914,0,4242452,0,
1061854,0,4241456,1,
1061904,0,4242368,1,
1061907,0,4242424,0,
1061919,0,4243296,0,
1061933,0,4243344,1,
1061960,0,4253228,1,
1062053,0,4253860,0,
1062007,0,4253616,1,
1061983,0,4253352,1,
1062084,0,4254024,0,
1062104,0,4253860,0,
1062080,0,4254004,0,
1062096,0,4258440,0,
1062135,0,4254024,0,
1062131,0,4254004,0,
1062149,0,4269236,1,
1062150,0,4269360,1,
1062159,0,4278320,1,
1062158,0,4277992,1,
1062176,0,4243404,1,
1062156,0,4277824,1,
1062178,0,4243628,1,
1062200,0,4316864,0,
1062181,0,4243648,0,
1062208,0,4316896,0,
1062243,0,4322868,0,
1062273,0,4243672,1,
1062224,0,4316976,0,
1062229,0,4316992,1,
1062235,0,4317032,0,
1062296,0,4316864,0,
1062252,0,4316940,1,
1062277,0,4245060,0,
1062304,0,4316896,0,
1062246,0,4322880,0,
1062320,0,4316976,0,
1062325,0,4316992,0,
1062329,0,4317004,1,
1062335,0,4317032,0,
1062408,0,3919912,1,
1062373,0,4316940,1,
1062392,0,4245076,1,
1062354,0,4252976,1,
1062355,0,4252984,1,
1062411,0,3920844,0,
1062419,0,3920968,0,
1062417,0,3920956,1,
1062363,0,4253132,1,
1062442,0,4316164,1,
1062453,0,3909720,0,
1062455,0,3909728,0,
1062467,0,3909776,1,
1062469,0,3909876,0,
1062492,0,4316164,1,
1062466,0,3909772,0,
1062473,0,3909892,1,
1062472,0,3909888,0,
1062521,0,4316164,1,
1062508,0,3711692,0,
1062510,0,3711700,1,
1062538,0,3896788,1,
1062543,0,3896844,0,
1062569,0,4316164,1,
1062631,0,4316164,1,
1062546,0,3896856,1,
1062556,0,3897104,1,
1062554,0,3897056,1,
1062662,0,3899576,1,
1062666,0,3899696,0,
1062687,0,4316164,1,
1062585,0,3909428,0,
1062601,0,3909492,0,
1062619,0,3909668,0,
1062592,0,3909456,0,
1062608,0,3909520,1,
1062676,0,3899736,1,
1062795,0,3395752,0,
1062800,0,3395804,1,
1062756,0,3925036,1,
1062817,0,3395884,1,
1062729,0,3923128,0,
1062733,0,3923236,0,
1062799,0,3395800,0,
1062831,0,3399620,0,
1062741,0,3924180,1,
1062870,0,3401124,1,
1062782,0,3395696,0,
1062861,0,3400280,0,
1062811,0,3395860,0,
1062833,0,3399628,0,
1062828,0,3399316,1,
1062902,0,3923212,1,
1062805,0,3395836,0,
1062826,0,3399268,1,
1062824,0,3396188,1,
1062836,0,3399640,1,
1062905,0,3923236,0,
1062788,0,3395716,1,
1062798,0,3395764,1,
1062871,0,3401272,1,
1062849,0,3399916,0,
1062848,0,3399912,0,
1062978,0,3924692,0,
1062864,0,3400292,1,
1062891,0,3923172,0,
1062856,0,3399944,1,
1062869,0,3401120,0,
1062986,0,3925268,0,
1062987,0,3925272,0,
1062989,0,3925280,1,
1062893,0,3923180,0,
1062984,0,3925160,1,
1063035,0,3926220,1,
1062897,0,3923196,0,
1062965,0,3924360,0,
1062922,0,3902260,1,
1062934,0,3902668,1,
1062944,0,3923672,0,
1062946,0,3923524,1,
1062971,0,3924384,1,
1062975,0,3924680,0,
1062933,0,3902316,1,
1063013,0,3289208,1,
1063049,0,3926492,1,
1063075,0,4316164,1,
1062949,0,3923592,1,
1062953,0,3923644,1,
1063012,0,3289204,0,
1063039,0,3926284,0,
1063023,0,3289372,1,
1063104,0,3919076,1,
1063036,0,3926272,0,
1063100,0,3918932,1,
1063017,0,3289348,0,
1063021,0,3289364,0,
1062146,0,4258400,1,
1063123,0,3919496,0,
1063129,0,3919520,1,
1063136,0,3919616,1,
1063116,0,3919428,1,
1063153,0,3919736,1,
1063117,0,3919452,0,
1063127,0,3919512,0,
1063138,0,3919572,1,
1063148,0,3919584,1,
1063150,0,3919692,1,
1063145,0,3919648,1,
1063204,0,4241120,0,
1063214,0,4241160,0,
1063195,0,4240524,0,
1063200,0,4240544,0,
1063288,0,4242184,1,
1063217,0,4241172,1,
1063208,0,4241136,0,
1063271,0,4241896,0,
1063278,0,4241924,0,
1063234,0,4241344,0,
1063286,0,4242100,1,
1063227,0,4241316,0,
1063324,0,4242452,0,
1063264,0,4241456,1,
1063314,0,4242368,1,
1063317,0,4242424,0,
1063329,0,4243296,0,
1063343,0,4243344,1,
1063370,0,4253228,1,
1063463,0,4253860,0,
1063417,0,4253616,1,
1063393,0,4253352,1,
1063494,0,4254024,0,
1063514,0,4253860,0,
1063490,0,4254004,0,
1063506,0,4258440,0,
1063545,0,4254024,0,
1063541,0,4254004,0,
1063559,0,4269236,1,
1063560,0,4269360,1,
1063569,0,4278320,1,
1063568,0,4277992,1,
1063586,0,4243404,1,
1063566,0,4277824,1,
1063588,0,4243628,1,
1063610,0,4316864,0,
1063591,0,4243648,0,
1063618,0,4316896,0,
1063653,0,4322868,0,
1063683,0,4243672,1,
1063634,0,4316976,0,
1063639,0,4316992,1,
1063645,0,4317032,0,
1063706,0,4316864,0,
1063662,0,4316940,1,
1063687,0,4245060,0,
1063714,0,4316896,0,
1063656,0,4322880,0,
1063730,0,4316976,0,
1063735,0,4316992,0,
1063739,0,4317004,1,
1063745,0,4317032,0,
1063818,0,3919912,1,
1063783,0,4316940,1,
1063802,0,4245076,1,
1063764,0,4252976,1,
1063765,0,4252984,1,
1063821,0,3920844,0,
1063829,0,3920968,0,
1063827,0,3920956,1,
1063773,0,4253132,1,
1063852,0,4316164,1,
1063863,0,3909720,0,
1063865,0,3909728,0,
1063877,0,3909776,1,
1063879,0,3909876,0,
1063902,0,4316164,1,
1063876,0,3909772,0,
1063883,0,3909892,1,
1063882,0,3909888,0,
1063931,0,4316164,1,
1063918,0,3711692,0,
1063920,0,3711700,1,
1063948,0,3896788,1,
1063953,0,3896844,0,
1063979,0,4316164,1,
1064041,0,4316164,1,
1063956,0,3896856,1,
1063966,0,3897104,1,
1063964,0,3897056,1,
1064072,0,3899576,1,
1064076,0,3899696,0,
1064097,0,4316164,1,
1063995,0,3909428,0,
1064011,0,3909492,0,
1064029,0,3909668,0,
1064002,0,3909456,0,
1064018,0,3909520,1,
1064086,0,3899736,1,
1064205,0,3395752,0,
1064210,0,3395804,1,
1064166,0,3925036,1,
1064227,0,3395884,1,
1064139,0,3923128,0,
1064143,0,3923236,0,
1064209,0,3395800,0,
1064241,0,3399620,0,
1064151,0,3924180,1,
1064280,0,3401124,1,
1064192,0,3395696,0,
1064271,0,3400280,0,
1064221,0,3395860,0,
1064243,0,3399628,0,
1064238,0,3399316,1,
1064312,0,3923212,1,
1064215,0,3395836,0,
1064236,0,3399268,1,
1064234,0,3396188,1,
1064246,0,3399640,1,
1064315,0,3923236,0,
1064198,0,3395716,1,
1064208,0,3395764,1,
1064281,0,3401272,1,
1064259,0,3399916,0,
1064258,0,3399912,0,
1064388,0,3924692,0,
1064274,0,3400292,1,
1064301,0,3923172,0,
1064266,0,3399944,1,
1064279,0,3401120,0,
1064396,0,3925268,0,
1064397,0,3925272,0,
1064399,0,3925280,1,
1064303,0,3923180,0,
1064394,0,3925160,1,
1064445,0,3926220,1,
1064307,0,3923196,0,
1064375,0,3924360,0,
1064332,0,3902260,1,
1064344,0,3902668,1,
1064354,0,3923672,0,
1064356,0,3923524,1,
1064381,0,3924384,1,
1064385,0,3924680,0,
1064343,0,3902316,1,
1064423,0,3289208,1,
1064459,0,3926492,1,
1064485,0,4316164,1,
1064359,0,3923592,1,
1064363,0,3923644,1,
1064422,0,3289204,0,
1064449,0,3926284,0,
1064433,0,3289372,1,
1064514,0,3919076,1,
1064446,0,3926272,0,
1064510,0,3918932,1,
1064427,0,3289348,0,
1064431,0,3289364,0,
1063556,0,4258400,1,
1064533,0,3919496,0,
1064539,0,3919520,1,
1064546,0,3919616,1,
1064526,0,3919428,1,
1064563,0,3919736,1,
1064527,0,3919452,0,
1064537,0,3919512,0,
1064548,0,3919572,1,
1064558,0,3919584,1,
1064560,0,3919692,1,
1064555,0,3919648,1,
1064614,0,4241120,0,
1064624,0,4241160,0,
1064605,0,4240524,0,
1064610,0,4240544,0,
1064698,0,4242184,1,
1064627,0,4241172,1,
1064618,0,4241136,0,
1064681,0,4241896,0,
1064688,0,4241924,0,
1064644,0,4241344,0,
1064696,0,4242100,1,
1064637,0,4241316,0,
1064734,0,4242452,0,
1064674,0,4241456,1,
1064724,0,4242368,1,
1064727,0,4242424,0,
1064739,0,4243296,0,
1064753,0,4243344,1,
1064780,0,4253228,1,
1064873,0,4253860,0,
1064827,0,4253616,1,
1064803,0,4253352,1,
1064904,0,4254024,0,
1064924,0,4253860,0,
1064900,0,4254004,0,
1064916,0,4258440,0,
1064955,0,4254024,0,
1064951,0,4254004,0,
1064969,0,4269236,1,
1064970,0,4269360,1,
1064979,0,4278320,1,
1064978,0,4277992,1,
1064996,0,4243404,1,
1064976,0,4277824,1,
1064998,0,4243628,1,
1065020,0,4316864,0,
1065001,0,4243648,0,
1065028,0,4316896,0,
1065063,0,4322868,0,
1065093,0,4243672,1,
1065044,0,4316976,0,
1065049,0,4316992,1,
1065055,0,4317032,0,
1065116,0,4316864,0,
1065072,0,4316940,1,
1065097,0,4245060,0,
1065124,0,4316896,0,
1065066,0,4322880,0,
1065140,0,4316976,0,
1065145,0,4316992,0,
1065149,0,4317004,1,
1065155,0,4317032,0,
1065228,0,3919912,1,
1065193,0,4316940,1,
1065212,0,4245076,1,
1065174,0,4252976,1,
1065175,0,4252984,1,
1065231,0,3920844,0,
1065239,0,3920968,0,
1065237,0,3920956,1,
1065183,0,4253132,1,
1065262,0,4316164,1,
1065273,0,3909720,0,
1065275,0,3909728,0,
1065287,0,3909776,1,
1065289,0,3909876,0,
1065312,0,4316164,1,
1065286,0,3909772,0,
1065293,0,3909892,1,
1065292,0,3909888,0,
1065341,0,4316164,1,
1065328,0,3711692,0,
1065330,0,3711700,1,
1065358,0,3896788,1,
1065363,0,3896844,0,
1065389,0,4316164,1,
1065451,0,4316164,1,
1065366,0,3896856,1,
1065376,0,3897104,1,
1065374,0,3897056,1,
1065482,0,3899576,1,
1065486,0,3899696,0,
1065507,0,4316164,1,
1065405,0,3909428,0,
1065421,0,3909492,0,
1065439,0,3909668,0,
1065412,0,3909456,0,
1065428,0,3909520,1,
1065496,0,3899736,1,
1065615,0,3395752,0,
1065620,0,3395804,1,
1065576,0,3925036,1,
1065637,0,3395884,1,
1065549,0,3923128,0,
1065553,0,3923236,0,
1065619,0,3395800,0,
1065651,0,3399620,0,
1065561,0,3924180,1,
1065690,0,3401124,1,
1065602,0,3395696,0,
1065681,0,3400280,0,
1065631,0,3395860,0,
1065653,0,3399628,0,
1065648,0,3399316,1,
1065722,0,3923212,1,
1065625,0,3395836,0,
1065646,0,3399268,1,
1065644,0,3396188,1,
1065656,0,3399640,1,
1065725,0,3923236,0,
1065608,0,3395716,1,
1065618,0,3395764,1,
1065691,0,3401272,1,
1065669,0,3399916,0,
1065668,0,3399912,0,
1065798,0,3924692,0,
1065684,0,3400292,1,
1065711,0,3923172,0,
1065676,0,3399944,1,
1065689,0,3401120,0,
1065806,0,3925268,0,
1065807,0,3925272,0,
1065809,0,3925280,1,
1065713,0,3923180,0,
1065804,0,3925160,1,
1065855,0,3926220,1,
1065717,0,3923196,0,
1065785,0,3924360,0,
1065742,0,3902260,1,
1065754,0,3902668,1,
1065764,0,3923672,0,
1065766,0,3923524,1,
1065791,0,3924384,1,
1065795,0,3924680,0,
1065753,0,3902316,1,
1065833,0,3289208,1,
1065869,0,3926492,1,
1065895,0,4316164,1,
1065769,0,3923592,1,
1065773,0,3923644,1,
1065832,0,3289204,0,
1065859,0,3926284,0,
1065843,0,3289372,1,
1065924,0,3919076,1,
1065856,0,3926272,0,
1065920,0,3918932,1,
1065837,0,3289348,0,
1065841,0,3289364,0,
1064966,0,4258400,1,
1065943,0,3919496,0,
1065949,0,3919520,1,
1065956,0,3919616,1,
1065936,0,3919428,1,
1065973,0,3919736,1,
1065937,0,3919452,0,
1065947,0,3919512,0,
1065958,0,3919572,1,
1065968,0,3919584,1,
1065970,0,3919692,1,
1065965,0,3919648,1,
1066024,0,4241120,0,
1066034,0,4241160,0,
1066015,0,4240524,0,
1066020,0,4240544,0,
1066108,0,4242184,1,
1066037,0,4241172,1,
1066028,0,4241136,0,
1066091,0,4241896,0,
1066098,0,4241924,0,
1066054,0,4241344,0,
1066106,0,4242100,1,
1066047,0,4241316,0,
1066144,0,4242452,0,
1066084,0,4241456,1,
1066134,0,4242368,1,
1066137,0,4242424,0,
1066149,0,4243296,0,
1066163,0,4243344,1,
1066190,0,4253228,1,
1066283,0,4253860,0,
1066237,0,4253616,1,
1066213,0,4253352,1,
1066314,0,4254024,0,
1066334,0,4253860,0,
1066310,0,4254004,0,
1066326,0,4258440,0,
1066365,0,4254024,0,
1066361,0,4254004,0,
1066379,0,4269236,1,
1066380,0,4269360,1,
1066389,0,4278320,1,
1066388,0,4277992,1,
1066406,0,4243404,1,
1066386,0,4277824,1,
1066408,0,4243628,1,
1066430,0,4316864,0,
1066411,0,4243648,0,
1066438,0,4316896,0,
1066473,0,4322868,0,
1066503,0,4243672,1,
1066454,0,4316976,0,
1066459,0,4316992,1,
1066465,0,4317032,0,
1066526,0,4316864,0,
1066482,0,4316940,1,
1066507,0,4245060,0,
1066534,0,4316896,0,
1066476,0,4322880,0,
1066550,0,4316976,0,
1066555,0,4316992,0,
1066559,0,4317004,1,
1066565,0,4317032,0,
1066638,0,3919912,1,
1066603,0,4316940,1,
1066622,0,4245076,1,
1066584,0,4252976,1,
1066585,0,4252984,1,
1066641,0,3920844,0,
1066649,0,3920968,0,
1066647,0,3920956,1,
1066593,0,4253132,1,
1066672,0,4316164,1,
1066683,0,3909720,0,
1066685,0,3909728,0,
1066697,0,3909776,1,
1066699,0,3909876,0,
1066722,0,4316164,1,
1066696,0,3909772,0,
1066703,0,3909892,1,
1066702,0,3909888,0,
1066751,0,4316164,1,
1066738,0,3711692,0,
1066740,0,3711700,1,
1066768,0,3896788,1,
1066773,0,3896844,0,
1066799,0,4316164,1,
1066861,0,4316164,1,
1066776,0,3896856,1,
1066786,0,3897104,1,
1066784,0,3897056,1,
1066892,0,3899576,1,
1066896,0,3899696,0,
1066917,0,4316164,1,
1066815,0,3909428,0,
1066831,0,3909492,0,
1066849,0,3909668,0,
1066822,0,3909456,0,
1066838,0,3909520,1,
1066906,0,3899736,1,
1067025,0,3395752,0,
1067030,0,3395804,1,
1066986,0,3925036,1,
1067047,0,3395884,1,
1066959,0,3923128,0,
1066963,0,3923236,0,
1067029,0,3395800,0,
1067061,0,3399620,0,
1066971,0,3924180,1,
1067100,0,3401124,1,
1067012,0,3395696,0,
1067091,0,3400280,0,
1067041,0,3395860,0,
1067063,0,3399628,0,
1067058,0,3399316,1,
1067132,0,3923212,1,
1067035,0,3395836,0,
1067056,0,3399268,1,
1067054,0,3396188,1,
1067066,0,3399640,1,
1067135,0,3923236,0,
1067018,0,3395716,1,
1067028,0,3395764,1,
1067101,0,3401272,1,
1067079,0,3399916,0,
1067078,0,3399912,0,
1067208,0,3924692,0,
1067094,0,3400292,1,
1067121,0,3923172,0,
1067086,0,3399944,1,
1067099,0,3401120,0,
1067216,0,3925268,0,
1067217,0,3925272,0,
1067219,0,3925280,1,
1067123,0,3923180,0,
1067214,0,3925160,1,
1067265,0,3926220,1,
1067127,0,3923196,0,
1067195,0,3924360,0,
1067152,0,3902260,1,
1067164,0,3902668,1,
1067174,0,3923672,0,
1067176,0,3923524,1,
1067201,0,3924384,1,
1067205,0,3924680,0,
1067163,0,3902316,1,
1067243,0,3289208,1,
1067279,0,3926492,1,
1067305,0,4316164,1,
1067179,0,3923592,1,
1067183,0,3923644,1,
1067242,0,3289204,0,
1067269,0,3926284,0,
1067253,0,3289372,1,
1067334,0,3919076,1,
1067266,0,3926272,0,
1067330,0,3918932,1,
1067247,0,3289348,0,
1067251,0,3289364,0,
1066376,0,4258400,1,
1067353,0,3919496,0,
1067359,0,3919520,1,
1067366,0,3919616,1,
1067346,0,3919428,1,
1067383,0,3919736,1,
1067347,0,3919452,0,
1067357,0,3919512,0,
1067368,0,3919572,1,
1067378,0,3919584,1,
1067380,0,3919692,1,
1067375,0,3919648,1,
1067434,0,4241120,0,
1067444,0,4241160,0,
1067425,0,4240524,0,
1067430,0,4240544,0,
1067518,0,4242184,1,
1067447,0,4241172,1,
1067438,0,4241136,0,
1067501,0,4241896,0,
1067508,0,4241924,0,
1067464,0,4241344,0,
1067516,0,4242100,1,
1067457,0,4241316,0,
1067554,0,4242452,0,
1067494,0,4241456,1,
1067544,0,4242368,1,
1067547,0,4242424,0,
1067559,0,4243296,0,
1067573,0,4243344,1,
1067600,0,4253228,1,
1067693,0,4253860,0,
1067647,0,4253616,1,
1067623,0,4253352,1,
1067724,0,4254024,0,
1067744,0,4253860,0,
1067720,0,4254004,0,
1067736,0,4258440,0,
1067775,0,4254024,0,
1067771,0,4254004,0,
1067789,0,4269236,1,
1067790,0,4269360,1,
1067799,0,4278320,1,
1067798,0,4277992,1,
1067816,0,4243404,1,
1067796,0,4277824,1,
1067818,0,4243628,1,
1067840,0,4316864,0,
1067821,0,4243648,0,
1067848,0,4316896,0,
1067883,0,4322868,0,
1067913,0,4243672,1,
1067864,0,4316976,0,
1067869,0,4316992,1,
1067875,0,4317032,0,
1067936,0,4316864,0,
1067892,0,4316940,1,
1067917,0,4245060,0,
1067944,0,4316896,0,
1067886,0,4322880,0,
1067960,0,4316976,0,
1067965,0,4316992,0,
1067969,0,4317004,1,
1067975,0,4317032,0,
1068048,0,3919912,1,
1068013,0,4316940,1,
1068032,0,4245076,1,
1067994,0,4252976,1,
1067995,0,4252984,1,
1068051,0,3920844,0,
1068059,0,3920968,0,
1068057,0,3920956,1,
1068003,0,4253132,1,
1068082,0,4316164,1,
1068093,0,3909720,0,
1068095,0,3909728,0,
1068107,0,3909776,1,
1068109,0,3909876,0,
1068132,0,4316164,1,
1068106,0,3909772,0,
1068113,0,3909892,1,
1068112,0,3909888,0,
1068161,0,4316164,1,
1068148,0,3711692,0,
1068150,0,3711700,1,
1068178,0,3896788,1,
1068183,0,3896844,0,
1068209,0,4316164,1,
1068271,0,4316164,1,
1068186,0,3896856,1,
1068196,0,3897104,1,
1068194,0,3897056,1,
1068302,0,3899576,1,
1068306,0,3899696,0,
1068327,0,4316164,1,
1068225,0,3909428,0,
1068241,0,3909492,0,
1068259,0,3909668,0,
1068232,0,3909456,0,
1068248,0,3909520,1,
1068316,0,3899736,1,
1068435,0,3395752,0,
1068440,0,3395804,1,
1068396,0,3925036,1,
1068457,0,3395884,1,
1068369,0,3923128,0,
1068373,0,3923236,0,
1068439,0,3395800,0,
1068471,0,3399620,0,
1068381,0,3924180,1,
1068510,0,3401124,1,
1068422,0,3395696,0,
1068501,0,3400280,0,
1068451,0,3395860,0,
1068473,0,3399628,0,
1068468,0,3399316,1,
1068542,0,3923212,1,
1068445,0,3395836,0,
1068466,0,3399268,1,
1068464,0,3396188,1,
1068476,0,3399640,1,
1068545,0,3923236,0,
1068428,0,3395716,1,
1068438,0,3395764,1,
1068511,0,3401272,1,
1068489,0,3399916,0,
1068488,0,3399912,0,
1068618,0,3924692,0,
1068504,0,3400292,1,
1068531,0,3923172,0,
1068496,0,3399944,1,
1068509,0,3401120,0,
1068626,0,3925268,0,
1068627,0,3925272,0,
1068629,0,3925280,1,
1068533,0,3923180,0,
1068624,0,3925160,1,
1068675,0,3926220,1,
1068537,0,3923196,0,
1068605,0,3924360,0,
1068562,0,3902260,1,
1068574,0,3902668,1,
1068584,0,3923672,0,
1068586,0,3923524,1,
1068611,0,3924384,1,
1068615,0,3924680,0,
1068573,0,3902316,1,
1068653,0,3289208,1,
1068689,0,3926492,1,
1068715,0,4316164,1,
1068589,0,3923592,1,
1068593,0,3923644,1,
1068652,0,3289204,0,
1068679,0,3926284,0,
1068663,0,3289372,1,
1068744,0,3919076,1,
1068676,0,3926272,0,
1068740,0,3918932,1,
1068657,0,3289348,0,
1068661,0,3289364,0,
1067786,0,4258400,1,
1068763,0,3919496,0,
1068769,0,3919520,1,
1068776,0,3919616,1,
1068756,0,3919428,1,
1068793,0,3919736,1,
1068757,0,3919452,0,
1068767,0,3919512,0,
1068778,0,3919572,1,
1068788,0,3919584,1,
1068790,0,3919692,1,
1068785,0,3919648,1,
1068844,0,4241120,0,
1068854,0,4241160,0,
1068835,0,4240524,0,
1068840,0,4240544,0,
1068928,0,4242184,1,
1068857,0,4241172,1,
1068848,0,4241136,0,
1068911,0,4241896,0,
1068918,0,4241924,0,
1068874,0,4241344,0,
1068926,0,4242100,1,
1068867,0,4241316,0,
1068964,0,4242452,0,
1068904,0,4241456,1,
1068954,0,4242368,1,
1068957,0,4242424,0,
1068969,0,4243296,0,
1068983,0,4243344,1,
1069010,0,4253228,1,
1069103,0,4253860,0,
1069057,0,4253616,1,
1069033,0,4253352,1,
1069134,0,4254024,0,
1069154,0,4253860,0,
1069130,0,4254004,0,
1069146,0,4258440,0,
1069185,0,4254024,0,
1069181,0,4254004,0,
1069199,0,4269236,1,
1069200,0,4269360,1,
1069209,0,4278320,1,
1069208,0,4277992,1,
1069226,0,4243404,1,
1069206,0,4277824,1,
1069228,0,4243628,1,
1069250,0,4316864,0,
1069231,0,4243648,0,
1069258,0,4316896,0,
1069293,0,4322868,0,
1069323,0,4243672,1,
1069274,0,4316976,0,
1069279,0,4316992,1,
1069285,0,4317032,0,
1069346,0,4316864,0,
1069302,0,4316940,1,
1069327,0,4245060,0,
1069354,0,4316896,0,
1069296,0,4322880,0,
1069370,0,4316976,0,
1069375,0,4316992,0,
1069379,0,4317004,1,
1069385,0,4317032,0,
1069458,0,3919912,1,
